1,2,3,4,5,6,7,8,9,10
139,1198,1063,1325,772,2758,3458,877,380,14
219,380,1198,42,105,1096,2711,75,3918,3124
2711,3458,380,304,606,3951,60,3441,42,3124
380,219,105,1198,140,3918,75,1325,946,1096
380,139,75,709,1325,1198,4948,9449,6249,1139
5764,8069,4355,16893,18478,19455,6179,18858,6993,18850
380,42,219,1198,2711,1325,75,105,14,606
5864,2776,380,1325,42,3918,946,3166,140,3458
380,42,219,105,2776,709,3918,45,1096,52
606,924,219,2711,186,1389,21,105,2079,45
1096,380,140,1198,4963,219,1519,5844,9507,139
75,2711,1325,380,1198,45,606,3223,219,140
380,2776,1096,3166,140,1198,1513,3124,5864,4916
380,42,219,105,1096,75,1325,2969,140,1198
1801,10249,140,42,539,3940,4207,5109,7730,3743
1198,1325,84,380,3478,2428,709,4390,2758,2578
1325,1198,380,87,139,586,219,3441,3223,3918
606,1264,2711,219,2006,7758,14,567,2969,775
1096,380,606,3458,219,60,140,5844,7758,3124
2969,9848,1513,7658,380,5076,7423,4706,658,8987
380,2711,2079,1198,1483,3166,775,3124,1389,42
380,1096,2711,1198,606,709,2776,140,772,139
2711,140,380,60,3124,1198,3940,105,5992,686
3376,2711,709,78,3441,184,105,688,606,13491
380,1325,140,9507,1852,5864,4591,854,189,2711
380,1513,2711,87,709,1198,1325,539,9507,2607
219,1096,772,8359,3124,60,1139,4108,3918,539
2711,380,1198,1829,3458,1781,4783,3951,2079,3124
380,1198,42,140,3458,219,1096,184,4916,75
380,42,1198,217,219,2969,186,2079,1264,105
380,2711,75,3940,219,1325,3918,3124,1198,1096
380,1198,21,2776,1063,3918,606,335,140,139
5992,1519,140,380,6249,1829,775,2428,2006,1198
219,2711,3124,1699,2079,380,75,105,5225,1198
380,2079,1513,189,518,709,6102,42,304,3940
772,139,6102,3478,8773,612,1325,5707,686,9449
380,42,219,1198,105,3166,140,1325,1096,709
3166,380,219,272,2776,140,139,3940,186,2079
105,380,606,219,2079,709,1325,87,42,2776
380,1198,219,2711,105,606,3918,42,139,140
9449,14,1096,695,2571,1519,9507,151,380,5918
380,3782,709,14,42,1513,21,3357,105,2758
2428,380,2091,3458,3378,2327,4916,42,105,5844
219,14,2578,45,709,380,606,21,87,3478
380,1198,42,1325,6102,3458,1483,10534,709,4390
380,1198,139,1325,772,6102,5844,606,42,140
1325,380,1198,918,304,139,3197,6249,388,14
2711,380,1325,6102,606,21,739,1198,3458,3951
380,1198,219,42,105,1096,1325,3918,606,1264
140,380,9449,3940,6102,709,139,3165,772,3124
380,3458,2711,2776,1198,219,139,3606,739,3124
380,2711,3124,1096,3951,4963,3458,2776,1513,304
105,380,5084,606,1198,5844,709,6102,42,140
42,380,3918,5844,3357,1325,75,3458,561,84
380,388,140,5864,2711,2079,139,42,1264,5109
2711,664,380,2102,1519,42,1096,2149,4783,8359
380,3124,1198,2079,2776,5844,1264,87,14,1325
380,219,1198,2776,1096,140,2711,1325,1829,3166
606,3165,3514,2119,7870,739,601,4962,2182,3223
380,606,1198,42,5844,2711,186,4610,60,709
304,14,5084,349,2711,1325,380,5648,1519,1513
380,2711,1264,219,1096,1325,186,606,140,686
3330,2091,1198,87,956,3606,7416,75,988,11466
772,3223,3514,5820,2578,739,2711,709,606,7195
75,3166,380,105,4669,9507,16,3952,14,3768
1198,380,1264,219,105,6102,709,2711,21,3782
380,219,42,3918,606,1198,1096,3166,75,140
140,380,1198,3918,3166,3124,1325,42,1096,3940
380,139,2091,1198,772,690,1264,606,5819,854
2711,380,2102,9449,335,1483,8773,2079,1513,5858
606,1325,3918,2607,140,6102,1198,2711,105,380
4974,2711,2758,4916,7729,828,2824,2862,10404,2969
7729,1325,14,1198,3606,87,380,4867,1264,3940
380,709,3438,5844,4916,3223,105,5374,21,2091
3458,380,2711,1096,2578,1198,3166,21,6102,140
2711,380,7758,709,105,606,1096,21,3918,5992
748,1829,606,1530,144,3940,140,6002,4690,272
2711,380,3940,140,3458,1325,1198,739,8773,7758
709,1325,5844,78,380,6102,606,9449,139,140
1796,2478,4916,5309,305,6946,671,4042,6931,4040
1264,3918,3166,772,606,2711,14,1063,139,1133
60,139,2578,2711,2758,924,11028,5225,3458,5858
775,140,2607,9449,9507,139,1325,3691,380,2776
3854,946,3454,78,7463,5864,606,75,3902,8773
380,1198,2711,709,139,4108,5084,588,45,260
380,42,1198,219,2711,606,3918,105,21,1325
380,105,2079,21,42,186,5844,1904,739,2758
380,2711,1829,1198,739,3951,606,2758,2079,60
3441,1483,3124,3493,260,105,2102,3357,5748,6777
380,42,1096,140,105,1325,2578,21,219,75
219,380,105,1198,1096,2079,3124,2711,539,184
380,1198,606,772,2711,12220,2428,140,6102,1389
3441,772,139,380,6102,690,2091,601,60,9449
42,105,6102,709,14,606,380,772,140,3918
7286,2711,2079,60,606,105,304,539,1940,5225
1198,606,6249,60,3918,2776,2711,3951,105,42
606,3197,105,772,3458,380,3951,1096,2711,1198
1145,6636,709,6187,8878,2776,1513,5084,4046,6514
380,42,1198,105,2079,2711,1096,60,775,3918
1325,139,518,6102,380,140,709,84,9449,3940
380,1198,1325,219,2711,3458,772,3918,75,3357
380,1198,219,42,2776,4916,1325,1096,5864,2711
2711,21,380,3952,5844,1156,272,606,2428,2102
5844,380,1198,304,219,2711,2969,1325,709,1096
380,2711,1096,140,1198,42,709,304,606,60
380,1198,709,772,606,1699,219,14,2776,60
1198,709,1483,6102,3441,380,388,75,1699,105
2079,380,2711,4916,2776,21,9449,3606,140,87
380,42,5844,1325,1198,2492,52,5864,946,388
2711,5992,539,4861,3940,1519,335,12624,380,139
10013,17514,3502,9639,15444,6385,9642,13076,3496,13075
45,240,3197,1325,75,380,2607,2969,2182,7729
380,1198,1325,75,139,2428,140,3166,772,14
380,1198,42,219,709,75,5864,2776,3782,1519
380,606,3197,3458,8773,45,21,2711,1198,3223
380,219,1096,105,78,1325,42,606,3166,3124
2711,1754,606,3918,1389,3951,2776,6636,3686,140
1096,6249,9449,380,2711,1198,139,8773,335,75
380,2711,60,219,140,14,606,1096,21,1198
1325,772,1198,5084,3441,4645,3458,42,2776,3940
709,380,42,240,3951,3166,2758,4645,105,349
380,3357,709,75,42,105,586,52,16,219
380,1198,6249,9449,219,606,1325,60,4916,14
946,3756,1212,635,4669,2492,2819,2700,3396,4180
380,709,105,2711,219,1198,3951,42,45,240
380,1198,42,772,219,140,1325,6102,2776,139
42,380,1198,140,2091,3357,2415,3124,5844,105
140,398,1337,2711,3223,518,4063,5844,21,1854
380,219,2711,5844,2776,1096,42,2969,1325,105
219,2776,380,3124,42,3918,2711,1096,52,8773
1325,380,1198,6102,16,84,140,219,3357,2102
380,1096,1198,1325,3458,606,3166,5748,3124,42
105,380,42,140,3782,709,219,21,3124,1096
1198,2711,380,1096,4948,9507,139,3057,3918,6249
380,2711,1325,6102,1198,139,606,709,2020,14
380,219,186,5844,2776,1264,21,1198,140,105
380,606,539,219,12624,1675,1513,1096,7729,1198
4601,3458,5726,3493,8027,6739,8773,2711,5864,6249
304,380,3223,2079,1325,1519,709,539,2711,6249
42,5844,380,1467,3124,16,3686,690,709,6102
380,184,42,219,75,16,4916,5844,3458,140
380,75,140,105,42,3691,1096,709,1325,304
380,42,219,3918,1198,78,75,3458,606,772
3951,60,1198,3458,2711,709,2758,8773,3166,139
380,2711,21,606,1829,42,1940,1198,1096,3124
380,219,1198,105,42,140,1096,2711,75,5844
380,9449,42,2079,2776,105,4963,2578,304,1519
219,380,1096,42,1198,105,606,140,5844,2969
2711,380,709,2758,6102,3606,140,42,1325,45
772,335,6249,139,4438,8173,2428,4390,739,1325
380,42,140,1325,219,1198,1096,561,105,139
380,139,60,772,1198,140,1325,9449,709,14
380,772,3940,5844,4948,140,87,6249,2711,3197
3918,380,1096,42,775,1519,105,3166,5864,3782
105,219,9449,3458,3918,14,709,380,42,5864
380,1325,151,1198,16,2578,5864,3124,2758,697
0,6391,6448,6440,6439,6433,6430,6426,6402,6397
380,1198,2776,3458,2711,3166,2969,1519,709,1096
2758,12624,3951,606,2776,219,8773,1096,527,5844
380,6249,1198,709,9449,3441,1389,139,1117,2711
5726,5844,140,372,139,2079,4783,380,219,304
380,140,2079,42,2711,304,105,1096,219,1198
1198,380,1325,105,140,42,184,6102,4390,139
5844,1700,14,2079,219,5726,3951,3691,3458,1513
140,380,1096,2711,42,1198,1264,709,2415,2079
380,42,1096,2776,1519,2758,105,3458,709,140
380,2776,1516,1096,3458,105,75,1325,709,8773
380,3223,535,3458,21,4916,482,335,139,3330
380,1198,1325,772,140,75,1264,2428,586,139
219,380,1096,2776,349,1198,75,184,1483,1519
380,606,105,3918,42,1325,5992,140,2711,3166
5239,139,1904,21,2079,5225,11028,380,1739,686
2711,380,1198,2776,139,3458,78,3478,6102,1513
1198,606,2776,1096,380,2711,775,1325,3166,2079
2711,380,42,1325,2607,1483,140,105,3124,14
772,3458,686,8173,748,1198,75,5819,3166,6249
1325,1096,5844,2415,1801,3458,2711,60,3438,5648
42,3124,219,1198,9449,7870,75,606,1096,105
380,2776,219,1198,42,1096,140,2711,2758,5844
137,3458,1198,523,606,9507,10447,527,4125,60
380,42,1198,105,2776,140,1096,5844,3918,1325
6249,695,8533,4610,1198,9507,1063,1325,1264,140
380,105,606,1063,2711,3124,304,42,60,1096
380,42,3691,9507,140,2607,105,139,4963,1483
186,380,140,42,87,21,772,9507,5084,3458
380,42,140,3782,775,606,1198,3478,2711,219
1904,2020,42,45,388,14,1325,601,186,2415
105,380,2711,1096,186,1519,3458,219,1483,2969
380,2711,2079,304,42,1096,3124,1519,7286,1483
42,75,380,139,772,1699,12220,1198,1325,7519
219,60,6249,1904,7729,11385,1516,2079,2664,4108
606,380,1198,60,1325,3940,6102,2711,105,139
2578,3441,6063,42,8773,335,4212,588,4229,1513
8773,6102,3441,3458,380,1699,335,772,606,21
380,14,3918,606,709,1198,6102,60,1483,139
1483,3940,2091,7753,5374,4433,1156,4645,5493,5864
380,139,184,5844,87,42,1198,3197,60,1325
139,1198,5844,3223,9449,690,6102,2091,772,854
380,105,606,2711,11319,42,5844,3454,1198,60
380,4390,4569,4510,690,10249,1483,3357,2758,6676
3223,1198,380,709,2711,1699,3606,3743,2776,1754
380,105,75,219,3166,3124,42,1096,1264,606
380,42,1198,1325,709,140,946,219,3197,14
2776,1198,1096,380,1513,4916,4610,3458,3166,60
1325,380,1198,2776,1096,12624,140,2969,5864,3458
21,380,105,1699,1198,539,139,2711,3606,78
2711,6249,380,1096,2776,1829,219,994,606,3606
2776,1675,372,6044,3166,1829,219,606,569,2820
380,1198,1264,140,1325,3197,586,4783,9507,2776
2758,240,3951,4963,304,184,1096,380,1325,42
606,1325,8773,2758,380,2711,854,3782,105,709
2442,2758,42,380,2415,304,3291,3952,5084,807
380,1198,42,219,2711,3124,105,45,1096,6102
1198,612,2711,2776,3940,4300,2428,1516,380,2149
1198,1699,3223,380,3940,6249,5844,877,139,1325
380,42,561,3951,3918,1264,709,304,2711,52
1519,1829,6249,1198,3951,380,8027,3458,5084,8773
1198,2711,140,709,1699,1483,380,3441,3223,7278
2776,380,140,2711,219,3458,2079,1096,4916,1519
4916,5883,1403,4948,6100,4128,6946,10062,4549,3814
380,1198,219,3458,139,2711,3951,3606,1264,2079
380,105,42,219,3918,140,1198,2711,1325,1096
380,2711,606,105,2776,45,9449,3606,3940,1096
5286,17935,4172,8816,1909,5705,9857,3584,12040,10308
571,3441,349,601,586,87,11319,41,2758,4706
380,1198,3743,6676,2243,1483,1519,42,3952,1829
219,772,380,75,42,1325,1198,606,2758,1096
1096,6927,695,380,586,1519,539,2776,1198,2711
75,686,10767,2428,4433,4867,6249,2776,2182,3458
380,3458,3918,42,1198,5844,2776,709,1325,140
1829,217,3606,1475,42,5648,2079,45,335,12624
380,1096,1198,42,3458,2711,219,105,3952,6249
380,186,709,42,2711,606,52,1198,5084,3951
380,2776,1325,60,606,2102,1096,219,1198,3918
12624,3454,6249,1829,3951,6927,5992,184,2149,1519
18735,3503,921,8931,17886,1288,184,6372,1874,3408
380,2758,42,151,75,1198,140,946,709,9449
380,42,1096,2776,140,2079,3166,3458,4962,1519
1389,606,2711,335,10357,1198,4962,42,186,627
1198,380,4610,87,60,140,105,4591,3782,3197
3441,924,4963,627,8773,349,772,8533,2079,10199
380,6102,2428,1198,2711,3197,6622,8173,184,3940
2711,3197,380,1699,1325,772,1198,14,140,1264
219,14,380,5844,772,7729,105,709,2149,1264
3951,380,1264,1198,1829,1063,5864,2969,1675,78
380,5844,1198,1096,2776,3918,3124,9449,775,2711
60,2711,5844,380,3458,139,140,3166,2578,84
606,11028,3223,601,9449,4867,380,2079,335,3441
380,1198,1829,5864,139,3952,854,12220,21,140
606,5648,14,2711,304,2969,2591,5109,772,518
3918,4601,1483,5493,3940,13579,2711,4059,15052,8827
380,45,42,3223,219,105,1519,2079,3782,3458
1096,3458,380,2711,304,75,1198,1513,3782,1519
2758,42,219,380,3124,2776,1513,1325,21,304
2904,924,5727,3691,1851,291,3655,2578,5820,5844
217,87,240,8773,1198,75,2776,1287,3736,1904
2711,3606,1198,4867,2415,3918,2428,60,1829,3478
380,1325,772,1198,140,3458,6102,139,586,60
1325,388,151,380,9449,1198,5864,4867,3110,3712
219,380,2776,42,709,1198,606,2711,1096,78
380,606,1198,2711,3441,2428,3223,3378,3940,2091
380,1198,3223,2711,3918,606,1699,139,772,586
5648,260,8533,739,924,6485,372,2776,219,4783
1851,1096,697,380,5109,1278,3782,4582,561,87
3458,775,380,3918,2776,3951,1096,3166,4783,3124
380,219,105,2711,140,2079,1513,42,3951,3124
380,2711,42,105,1096,219,1198,3458,709,3918
60,2711,3478,772,1700,380,2758,1325,606,1699
380,2776,709,606,1198,219,186,5864,42,7758
638,1801,2451,2464,7286,4102,11047,724,1793,1792
3291,1874,9113,6176,78,2058,75,8347,977,3782
1198,140,219,15070,75,189,3782,3680,1096,1513
4751,326,3940,779,3245,10199,183,217,1463,4963
6249,380,7519,4569,1325,1063,3223,21,8773,1699
3458,2711,380,1096,6102,3989,42,1516,3166,1513
380,1325,219,1198,2711,9449,60,42,21,139
7761,4716,3543,14122,4499,16418,1705,5597,1279,2023
3458,380,3223,5648,3940,2711,45,11028,1325,3478
140,1519,709,5992,1264,2776,9507,219,184,1198
380,2969,42,5844,606,219,105,2776,1096,186
380,772,1198,1325,2711,139,140,2776,3918,75
380,219,3918,709,42,16,6102,298,1325,5864
45,1904,380,2079,3940,186,606,60,3951,5239
1325,772,380,7519,3940,3918,8773,21,3606,1198
2415,380,1096,1198,3918,709,1513,3124,606,1107
2776,3458,3124,140,3918,1519,5992,380,2079,1063
380,3458,4390,1198,272,140,304,3166,2578,1325
380,1096,2711,140,1198,42,219,5864,105,21
45,1325,2711,2102,139,601,3441,2415,75,8773
140,380,1325,1096,1198,6102,2711,3940,75,2776
380,1198,2607,709,105,3458,3782,78,586,1325
380,1198,709,1325,139,6102,2711,1139,3057,854
3223,1198,3441,7519,612,380,14,1516,601,3110
1198,372,380,1325,42,2079,5992,3918,7729,6249
1096,60,1483,380,4963,775,2711,1198,5239,1940
140,4669,1096,1325,189,380,139,2776,304,2492
380,1198,139,2711,1325,60,42,709,606,2102
186,380,1096,1325,5109,140,6102,1198,3952,1781
380,1198,1096,140,3782,42,2102,1519,1325,709
105,561,2711,380,2079,709,304,45,606,372
684,2571,105,75,3166,78,151,1325,5844,630
219,380,3124,2776,140,2711,2079,2758,52,42
75,42,2969,3378,1264,5992,630,52,184,1133
3458,3955,5844,601,388,2182,3782,14216,1546,606
1198,1264,380,772,1096,606,3124,946,588,3606
380,2079,349,1198,5844,60,739,5239,186,260
380,140,1325,139,105,2776,3458,3940,3918,3223
380,3458,8773,1198,60,1325,4783,6102,186,5844
380,2711,606,1198,772,2758,335,139,60,709
918,2578,686,42,1519,260,52,14,1096,9507
380,219,1198,1096,42,2711,105,539,606,3458
21,1384,60,2758,3940,3951,1264,3223,45,3478
380,42,1483,2776,775,1519,2079,304,1513,1096
2415,2758,140,3782,1700,854,684,3458,14,380
380,1325,1198,60,139,5844,14,709,606,42
606,380,1198,105,739,60,540,539,3441,5490
380,1096,2711,105,606,6102,21,709,2776,8773
388,380,9449,1198,139,606,2711,42,3330,45
1198,380,219,14,606,186,1264,1325,709,7758
364,1198,21,606,272,3197,739,772,335,7758
380,21,1096,1325,42,140,3166,4963,6102,2007
2102,380,335,3165,3478,140,42,1325,21,14
380,12494,1198,3606,3020,3458,8432,4242,775,946
140,380,1198,3124,3478,3458,87,1325,606,3357
380,1325,42,14,1829,1198,1096,2006,184,2711
380,1198,709,606,3197,1325,3124,60,6102,105
380,3458,1325,219,709,3124,105,2711,42,5864
1675,606,380,6102,2089,140,709,1519,8773,5864
380,219,105,2711,42,3458,186,709,2776,6102
380,87,1198,219,1325,139,2079,140,3124,606
139,75,2415,6102,3951,1325,5844,380,709,140
219,380,5864,5844,2711,5726,11385,2578,42,12624
2711,45,372,1513,167,3951,219,5225,539,349
380,219,2711,4916,606,105,1096,1198,42,140
606,739,60,3124,380,5084,5239,4706,5844,3951
12095,3118,8912,3100,14414,3103,8903,8898,3111,18094
1325,139,3166,2776,4433,304,3743,1699,3478,2102
380,1096,1325,42,3124,140,9507,21,1198,3458
380,709,140,75,1325,42,105,1096,5844,2711
380,349,2711,2776,539,2969,3940,219,1198,1325
380,9449,709,1198,5844,2711,2969,6102,14,60
1198,42,219,2711,105,709,3918,139,1096,140
219,1198,42,380,5844,78,3458,105,772,9507
2711,606,11028,380,4916,6249,561,3951,772,5239
380,1198,2711,3951,6102,42,75,3782,3686,606
380,60,2711,709,5239,606,1198,105,219,1829
3951,1829,2023,349,2079,186,1226,3408,40,527
4962,606,1138,8773,21,2102,3412,186,1096,2711
2711,3458,1777,219,380,3918,6518,304,4783,4963
380,1198,42,139,140,1096,2711,2776,1325,709
380,140,772,2776,3124,2711,5844,3940,3458,1198
5844,561,380,6102,1096,1198,1675,7729,3197,1345
140,14,139,588,380,1325,5992,5844,540,21
380,2711,3918,219,2776,1198,1096,3458,772,606
219,380,3918,1096,1325,140,52,2711,586,772
380,1325,42,219,140,189,1513,4963,1096,139
1325,380,2711,772,606,6102,1198,139,2102,219
1325,3940,1198,380,2711,105,2758,75,42,140
380,186,709,539,4783,606,1096,1483,1675,5844
380,140,3124,1096,75,2711,1198,2776,219,1325
772,3458,5084,8773,60,7729,748,6102,2006,690
1198,380,3124,2758,709,2776,3951,105,219,140
105,380,1198,219,16,4390,42,75,240,3197
3291,2102,3166,7519,3951,139,4610,2776,380,3918
380,3458,42,21,1096,7729,5109,8730,7353,1086
2102,772,748,601,3441,2711,335,9449,3743,3478
380,14,78,87,105,709,4657,60,186,539
380,2079,1096,219,1198,4610,3458,3918,1325,3606
380,1389,3291,1513,2711,775,4916,539,1940,1519
380,75,151,854,3458,14,1198,3166,16,3768
380,1096,78,2079,60,606,2776,1198,12624,5155
586,380,3458,2711,3952,6102,1325,3951,606,1198
380,2711,78,9449,3166,75,709,717,6249,4948
2768,1443,16690,2132,688,11385,4428,4433,2149,709
1096,380,3918,260,1063,140,139,1325,42,772
14,772,380,7729,219,105,606,2711,709,3918
4963,1287,3691,3918,75,665,1756,105,139,8027
380,1198,140,1519,1096,42,3918,1483,219,75
380,1325,3918,1198,105,219,709,14,606,140
380,772,3458,3441,3057,2711,3918,1198,739,45
380,219,709,1325,1198,6102,139,1699,9507,42
219,709,7729,184,380,2711,739,539,105,3918
4610,380,586,606,1264,140,2969,4390,14,139
380,1325,3057,709,4948,75,139,2711,3458,690
1198,2711,2776,380,709,6249,219,60,9507,3458
692,4125,1663,4500,380,14219,1675,2776,204,5318
4963,105,380,1325,709,6102,140,14,260,1096
380,105,2079,52,540,2711,3951,3940,709,6102
380,139,2711,1198,219,1325,5992,1829,3940,539
3441,606,772,3223,3478,21,739,380,78,7729
1198,380,60,3357,2776,3454,12220,3223,1389,3478
739,380,7278,139,1325,3223,1117,601,14,2776
380,606,1325,42,561,105,5844,3918,1198,2079
380,1198,2711,3951,2776,2492,3458,1325,1096,775
380,1198,606,219,540,2711,709,140,2776,6249
709,1198,1516,772,3057,4867,3378,3223,9449,2711
3918,1325,219,5992,184,7729,12624,52,7519,7758
1325,5084,9507,3918,1198,335,14,2711,9449,3951
4916,1096,1198,6745,5748,2711,2776,3458,139,1325
7103,1828,4969,4970,15553,4974,15588,1839,10357,15589
380,42,2711,3124,105,219,5844,140,3951,1198
5610,1445,825,6636,87,6913,14,5844,3197,1264
42,1325,3782,140,8173,539,380,2578,1904,9511
4433,1198,612,140,3940,2776,5864,5844,1325,1096
380,1198,2776,139,3458,739,5844,772,606,140
2711,2079,140,105,3940,219,606,1325,3951,380
105,380,184,2079,186,3940,5844,219,140,775
709,1198,2776,772,3223,2711,7195,380,3951,186
380,6102,304,1198,3458,1264,5844,1325,14,2711
372,1513,14,7729,612,1063,6044,539,1904,87
1325,14,3689,60,6249,3197,690,2711,139,6102
1198,606,772,9507,1325,2578,3124,4569,140,709
1325,1198,380,139,772,3458,2607,709,184,4610
5845,1675,347,9507,8027,665,1663,6007,1264,9449
606,3124,380,3951,2711,5844,772,3197,2758,3223
3223,3441,2182,2415,1699,1198,7664,4962,739,690
1198,2711,380,1096,2102,139,140,1325,60,3458
772,6102,380,2711,1325,139,606,3441,709,601
380,2711,1325,42,2089,4916,709,105,2776,5992
380,1198,42,105,2711,3124,2776,1096,709,3918
1198,87,1699,1700,2607,42,539,9449,3951,10534
380,140,1325,349,1198,219,3951,105,3940,2415
380,2711,1198,105,75,709,219,42,1096,140
380,1198,612,139,219,14,5819,2102,3458,606
14,4867,87,380,709,16,2079,4510,2089,1483
606,304,7729,658,9449,5239,739,6249,42,45
2079,380,1198,105,1325,6102,186,2415,1096,52
380,606,2711,1198,2776,3124,6249,1325,709,1096
586,606,380,21,709,3782,5084,14,1325,2607
219,380,1198,539,42,21,3782,1325,3918,6622
380,709,42,3918,105,3782,219,2711,1325,2776
2711,1513,167,4407,186,105,219,3441,606,372
2758,42,380,2607,140,1325,6102,709,606,2711
380,3951,1096,1198,3124,775,3478,217,5084,2758
5992,8315,7011,1829,8141,140,2117,60,189,394
606,1198,140,1096,772,1325,6102,380,2711,2776
2711,380,1198,3951,3940,105,42,1096,349,2079
380,606,186,105,21,75,52,42,6102,304
3124,380,1096,1325,1513,42,189,4963,4916,5239
3782,1675,3166,3124,140,1096,2776,6249,78,1700
1519,2591,3782,1663,3946,184,567,1198,6927,5084
2711,2776,4639,380,606,8773,52,2079,3951,1096
9507,380,5844,2711,6102,12220,606,60,1198,3197
380,1198,2711,1096,772,219,606,60,1699,3458
105,2079,380,772,184,539,775,709,42,606
1096,380,105,2776,42,78,3918,219,3458,2711
3400,9807,1938,7463,709,5140,2141,1483,3151,4867
380,9507,1325,1096,8173,606,1675,2711,772,3918
380,2711,6102,1198,16,2758,5844,14,2492,4390
1063,380,2776,60,139,4670,3458,772,335,709
3166,42,304,1483,10534,349,1287,2776,105,3124
380,1198,3951,709,2969,14,2776,60,2711,772
6044,1198,2776,3940,3951,3918,3458,2711,3124,586
380,1198,1325,140,219,2711,606,3918,2969,6249
2711,380,1325,4669,1264,1198,304,240,87,140
9998,2659,7336,7331,13876,2619,2621,11466,7324,11472
1198,380,3918,3124,7463,1325,319,21,219,189
7598,6263,771,772,6255,3263,775,776,1542,779
140,380,1519,1096,6102,586,1513,21,4916,9507
1513,84,5844,75,186,380,3951,567,977,924
1198,380,140,2776,2711,42,75,9449,3951,606
2415,1139,8173,2711,2091,139,6102,3606,748,2428
380,219,2758,217,4499,139,709,105,42,4963
380,2079,42,1198,2758,606,1904,105,3951,2711
380,1198,3918,349,3606,5844,139,2776,14,4916
3918,7758,1264,606,5225,380,2607,105,14,2079
380,6102,3124,42,186,7758,4669,5239,21,2007
3166,5844,1198,606,380,240,1699,78,709,8773
2711,105,219,1904,42,3197,1519,3124,3951,380
380,42,140,105,75,184,219,606,6102,87
1675,606,380,772,219,1096,3124,52,3951,775
3441,3124,1198,772,748,1325,380,3940,105,739
1634,684,686,687,14881,689,690,8424,692,13538
8533,184,1096,8173,5084,60,6927,1198,380,21
1096,1829,2776,2711,606,1198,5648,14091,380,60
1198,380,1389,1325,60,601,739,139,7519,140
709,380,1198,3441,140,5844,3478,2758,1325,139
380,105,42,219,14,1198,140,5844,709,1325
380,1198,6249,139,3918,4569,699,709,3689,775
380,2711,709,1198,1096,139,1325,606,9449,21
380,140,219,42,1325,2711,3458,105,1096,1198
3606,739,372,4783,606,1096,380,2711,11028,1325
380,709,2079,3124,1264,3166,2758,2711,1483,3940
380,14,561,184,1325,52,75,42,140,1198
380,2711,1198,772,606,1699,60,7758,219,7519
748,4242,211,2492,650,2023,2578,3166,3323,2442
380,1198,78,772,709,4948,690,2711,2776,1096
1904,3124,1567,5888,2776,8116,3378,5169,1198,4173
380,2711,1198,139,21,606,9449,3166,42,219
380,84,2758,3166,219,14,140,5844,606,1198
380,21,139,772,1198,2758,3458,5084,16,14
380,105,2711,6102,709,2776,7758,1325,775,9449
380,219,1198,186,105,1096,709,140,184,3782
5844,139,140,1198,380,1325,739,3166,219,45
380,1198,709,140,105,3124,3951,2758,2079,5844
1513,2711,219,606,2776,5858,709,184,380,1483
380,2711,1198,772,709,14,60,606,219,3357
1198,380,45,105,2711,3940,1325,2079,1904,186
380,1096,772,140,75,1198,3166,2711,709,60
3458,380,140,854,1198,690,2102,2776,3057,772
380,219,1198,105,3918,2711,140,42,3458,184
380,140,1198,219,1096,2711,2776,3458,184,5844
380,606,2578,1198,1325,2711,42,1513,21,2776
1198,3940,2711,523,14,6249,8773,9449,5084,2428
2758,2711,1829,3951,1325,709,3918,1063,5084,9507
