1,2,3,4,5,6,7,8,9,10
380,2776,1096,3458,12624,1198,140,219,2711,8773
380,140,1198,772,692,139,2776,1096,1781,3454
1325,3441,5858,14,1198,2952,7870,3454,5763,665
1519,2711,1700,4867,2776,380,1096,1198,709,9449
772,10357,7068,1264,2485,739,139,7278,60,1142
105,606,7195,380,304,5648,11319,3918,3124,2776
3030,9771,4645,14983,1139,15052,12616,2472,561,12624
4610,8533,2824,9507,21,1264,75,219,2776,684
3478,2091,2428,3330,854,9449,606,8173,2711,2758
2711,380,6249,709,139,3458,772,3918,1198,1519
139,1139,9507,75,1264,4948,4569,1325,9449,1700
4610,1198,2711,140,1519,586,709,1096,3458,3951
1198,3766,1700,4014,3197,3357,335,2607,6102,1325
7416,3918,4331,14919,13818,6249,877,1198,733,3989
349,380,1325,219,3606,7729,272,2711,4610,1198
3951,690,3124,1384,140,2711,304,3606,3357,9449
3441,1198,6249,5601,1699,9297,14,635,709,7870
6249,4751,733,518,1156,1198,9507,5601,335,11319
380,2711,1198,9507,606,1096,2776,3890,3378,60
4331,2451,2415,6518,3458,189,3951,3124,1198,7519
60,6745,1699,7758,5864,4229,1487,3794,4916,8773
2415,3743,5648,3330,10767,4867,1156,6176,3951,1516
1264,3124,3918,946,2007,2711,586,1096,748,1139
2776,6304,3951,388,380,586,139,8027,1753,4255
380,1325,14,2776,1198,3166,139,3458,2182,9449
6821,2182,3743,1516,772,1389,6518,3223,601,2415
380,2711,9507,2776,1325,2607,1513,924,606,1063
2758,1897,3357,3478,1325,527,4172,219,4007,2576
3951,2415,1325,304,3124,3458,5820,380,2711,105
2711,3458,1096,1198,2776,4962,380,3166,606,3951
5858,12220,2711,1389,1325,3606,877,60,9449,1699
14,6249,601,380,2753,3223,2711,8773,1198,139
5648,3854,2776,184,1829,219,140,688,2149,1940
2711,380,1198,2776,9079,772,709,7413,1699,173
1940,5648,1096,60,2711,2776,40,540,539,2648
5225,688,1198,588,2969,5991,380,42,5820,60
3166,4012,1519,2007,689,3951,709,7286,3989,105
7917,4657,3458,3951,1063,6540,21,1940,2711,4610
12624,3124,2711,1940,4601,5648,8533,10357,380,924
3197,1332,2020,184,217,42,586,140,10249,9507
1198,380,1264,6249,854,9449,140,75,7729,84
4690,4360,5239,3412,380,606,601,388,588,3406
709,5858,3433,3782,2969,3952,567,1756,1904,75
14091,7057,2245,7114,2237,7106,4601,12782,4616,4618
4437,1198,2711,380,8027,1675,3240,2776,40,3686
772,7729,2711,75,3357,1699,3606,3458,4916,6767
1198,709,380,3441,3458,5858,606,1139,3454,1264
6249,42,2776,2079,3782,586,3458,3441,1096,5084
3722,3864,380,2711,144,854,3441,4867,3478,3057
709,2711,3166,5648,4657,772,13619,10249,2102,4896
380,60,3166,606,3124,335,775,78,8773,4732
2711,739,9449,606,380,1198,21,775,5844,5648
1513,2415,2023,606,1904,67,3223,7001,1008,14429
739,4732,6249,5109,2711,2079,606,3441,1829,6693
2776,1325,87,3743,2163,304,748,3020,2247,217
2758,1325,140,8773,2711,4867,1063,5992,3458,4242
9507,9449,1198,2711,380,139,1325,3478,3124,3330
380,1198,606,2711,3918,1699,2776,140,6102,1063
380,3197,3357,1608,335,3989,7416,3943,4331,3441
6155,1888,2776,5526,1096,10767,4765,8773,1117,7286
2711,380,139,772,1198,78,1940,756,7286,3951
5992,10199,1700,45,686,3197,630,240,2776,5084
6249,2578,606,772,2969,739,1096,11028,5726,2776
3940,3951,5858,3854,5992,3330,5084,10801,1063,2415
2492,304,380,189,946,3686,2662,184,2607,519
686,9449,1264,1198,14,1325,380,772,2102,3918
3197,1198,139,1325,380,14,6102,6249,3458,2711
5992,7729,1829,388,3940,1699,1675,523,2578,3478
380,219,709,1325,2102,4610,3057,14,5084,1467
1652,2295,3632,946,731,540,6367,6365,42,689
695,11385,561,7068,380,3458,105,1316,1463,4716
140,775,380,1198,1675,606,42,2776,2079,3166
11219,11028,209,1715,7134,4102,1264,4077,4861,6304
4801,2758,8027,3441,1851,87,697,4657,380,739
1096,380,42,2711,140,3458,3124,1325,184,304
606,2711,3441,3458,1156,918,601,1389,1325,9507
2711,1063,1675,1325,14,6249,140,3606,3743,2758
1940,682,606,2711,1325,1675,6455,4390,3478,1483
6249,1198,3918,380,1325,2711,772,42,139,739
2020,5795,372,8533,4670,217,347,2578,1202,1854
539,1096,12624,4867,775,739,1513,3989,2140,349
5844,3478,75,3951,14,2776,5084,1483,775,3124
380,21,9473,60,540,78,6745,2711,3441,12220
3606,606,2711,21,518,5648,3743,9297,5155,1403
586,16,2776,380,3438,4125,1198,151,1325,946
9507,5992,3951,2079,2711,1513,1483,4867,8773,380
380,184,87,2711,12220,4580,21,3940,4783,539
380,946,1198,3357,335,78,561,4669,3197,12220
561,380,304,4963,3458,3691,87,3952,2711,586
772,709,3223,2711,606,21,1932,45,2969,5820
380,2711,606,9449,3918,8773,2776,3441,2102,6249
2776,3441,60,2711,6249,14,1516,1063,3478,75
6249,3951,2711,2969,1198,3493,3151,709,3124,3952
45,2711,1483,372,139,167,5239,219,349,4657
2700,2711,2430,2434,2079,353,2435,977,601,5863
3458,3124,1781,2472,3441,372,1483,1513,4601,1705
1198,380,9449,606,2711,4916,1063,6249,3458,3606
2117,9507,6018,5881,7778,6249,2828,6207,7423,78
3057,3817,2758,3364,5820,6594,482,7278,1156,2006
1198,8173,3057,380,4948,3166,4610,2091,42,139
2776,699,2711,304,772,7729,1096,372,3441,219
2711,3458,1519,139,21,380,1096,6249,586,775
184,4657,539,260,6006,561,5648,349,772,4706
3124,3223,2986,14,4645,3940,380,2711,5844,140
709,2711,380,7729,4716,8773,5992,4896,335,6676
3951,772,3166,42,1519,2711,606,3940,14,3441
2711,772,1198,380,1699,606,3606,3166,3458,6102
380,3124,709,606,140,3223,186,7758,5084,42
3918,1096,2079,380,2711,349,140,3166,105,3940
1117,2776,2711,2020,4084,6249,3351,684,1264,1096
1096,2711,4732,3166,539,3920,380,260,606,709
3441,1198,606,709,1325,772,380,1699,586,75
380,2711,3940,606,6249,219,1904,539,1198,1325
7393,650,1198,349,186,535,3933,380,140,3458
3458,380,1198,219,709,772,4916,60,2776,21
918,709,6155,630,6499,2776,3918,21,2415,4962
7879,12490,12479,6243,6241,6240,6239,16830,12483,12484
3464,3030,3952,2776,40,183,1660,6002,2149,2607
2058,4963,186,1325,3951,21,709,380,5239,260
2711,380,1829,3458,1519,8773,45,1198,2776,2428
6249,1198,4063,21,1325,4948,3057,5992,7870,3940
4867,1516,1139,690,5581,9907,3057,2182,8173,75
2006,4645,304,3124,2079,5239,1513,4963,9449,42
5819,1467,1384,3458,10767,3918,21,3478,775,772
380,1325,139,42,9507,3478,2102,1700,2776,3458
60,3940,638,739,5648,1264,2711,4896,1063,11028
606,1198,380,4783,1096,217,219,304,5844,4916
139,3743,6249,2102,1198,3057,7519,14,75,3223
6249,2711,14,9449,2776,3458,2102,772,380,87
380,8533,21,2969,540,1063,2758,739,5239,3952
1264,219,105,1198,380,1801,6102,140,695,3124
3124,1198,380,1264,3458,606,139,7758,1096,186
2578,2711,3458,8533,684,606,3124,6102,380,167
6249,4438,272,1198,586,664,772,2776,139,2091
8533,186,60,380,3441,606,1801,139,5726,1198
380,304,1198,21,4657,2079,2711,186,14,3918
14,45,772,2758,739,5844,854,686,3223,4867
140,14,3458,6249,2776,1198,540,1325,21,775
380,1829,372,1940,709,21,1793,733,2711,9449
3902,105,16,586,272,1325,3454,219,709,388
1198,5108,3782,1513,1096,189,3458,10001,1063,4706
8432,2102,2415,2776,380,3441,78,3124,8878,1096
380,2711,709,3606,606,5169,5992,3257,1325,739
1198,1325,139,3743,7870,380,6249,1063,3223,2182
3952,75,1096,60,4300,15070,1063,1892,3166,398
140,1198,9449,586,380,60,1325,2102,1754,4390
638,7870,3955,1519,627,688,1829,3330,60,3951
139,184,128,2758,650,4962,4657,519,3357,6636
3685,8878,896,9255,75,1394,671,3438,3918,4360
1198,6249,7519,380,219,4580,78,6636,9507,15529
4645,2776,5726,1519,918,42,1096,1325,586,2079
8388,105,380,4963,8773,6102,388,3197,87,4108
1325,380,1063,60,3166,612,748,1198,606,829
1198,5992,4963,2058,2711,8533,10199,7730,3989,8338
3951,772,2711,380,709,535,606,1198,1699,2428
606,186,219,11028,5648,924,2711,739,7758,519
6636,10767,5370,7870,1198,8027,140,3378,2578,3458
4751,1107,6102,5844,1214,709,3505,1198,5819,380
140,1700,208,1874,9327,5084,775,60,380,2058
1264,606,772,3124,9449,2415,775,1198,3223,1156
772,1198,380,1829,1325,3940,140,3458,3951,2711
184,1483,5648,2711,105,219,4963,606,60,372
3940,140,5864,10249,2611,1904,3449,40,3782,2607
3378,2415,3782,140,4645,5053,1002,7218,2117,1264
1325,140,105,380,2079,561,3441,1198,388,586
380,3458,7195,1754,4616,8173,5992,6102,42,5819
12716,2434,4610,4963,2428,1264,1483,2184,3458,2711
380,1198,1325,709,3357,8173,4645,5819,1264,6102
606,5748,3505,775,6002,2102,1086,1513,918,298
2607,4610,9507,1513,1325,709,1198,3118,87,6402
2711,586,1519,4610,3458,2607,1063,6249,1325,1516
60,3606,186,772,7278,1198,2079,75,4170,9449
2079,260,4569,5013,4007,2578,7114,6692,3554,139
219,87,42,3952,105,9449,40,829,7758,695
10832,2149,9507,3330,12624,6739,1781,2711,3408,3124
380,21,105,186,540,4670,1513,5239,140,3223
87,1325,3124,4610,2492,1264,1198,21,5726,2472
2711,184,5084,5992,372,1829,2079,4963,2776,5648
380,140,2428,7278,14,1156,151,1995,335,8173
1063,87,380,1325,5864,1829,42,105,10534,388
3458,219,5748,539,349,2776,335,2578,2079,3412
3124,5858,3441,60,5648,3238,606,4916,8533,1096
380,139,1198,1699,1325,854,3223,3686,2711,7778
1198,5844,1264,42,7353,219,52,5864,1063,2776
380,3940,21,3952,709,8533,539,2664,5617,2711
3918,3458,684,3165,3124,3616,4108,416,561,2969
380,709,1198,6102,60,3458,2711,9449,219,139
2676,349,2776,1287,775,3330,1792,2711,3951,2079
6249,3478,1513,8173,3458,1325,5648,2102,11319,3951
3478,606,380,1325,1675,772,9507,6102,3712,1264
380,2711,606,3441,1829,1874,6249,184,3223,1198
12624,2711,10001,1198,7413,2607,2079,606,4706,45
5155,709,217,1904,2711,1829,3951,3514,3458,6927
2758,380,1198,45,606,140,1096,3951,1513,3166
380,219,1198,105,6249,5992,3918,775,4916,42
4569,606,2079,539,4582,5084,8173,4601,1372,5546
829,380,8173,8840,1198,4390,6102,2006,3124,601
349,3493,6518,1096,1198,2711,1675,5648,372,1513
1513,709,184,4867,1904,1325,5844,1096,380,2711
2184,1889,514,14640,1833,11434,13107,1834,1851,8773
1325,380,709,3951,2776,2711,1829,9507,1198,1483
4706,2079,380,372,2711,3606,304,5239,606,588
4948,6514,5525,8173,1015,9449,7580,1139,3291,139
3057,1063,2428,380,709,1096,8432,2776,4059,3166
380,606,1198,2711,709,2758,1096,3918,561,140
772,8173,3441,1699,1198,748,4732,1063,3854,612
569,6155,561,4170,3686,3691,1483,3458,5992,7870
5109,10494,690,2102,1519,2272,1270,305,1198,2149
2711,772,709,606,601,14,1754,1699,8173,2434
2587,1198,7519,184,1519,4610,1028,1483,709,6006
21,4433,1264,298,606,3197,380,184,2947,96
380,5844,1096,240,1325,606,3124,3166,140,3951
2079,690,219,2711,3801,1940,4867,304,372,567
2711,1829,1198,2149,380,3606,4610,3458,78,11028
78,2711,219,606,380,105,1675,304,5864,2079
380,5844,219,709,2776,60,2711,6249,8773,4916
380,1096,3458,3951,2711,1781,304,3606,2776,1198
2776,7758,606,2711,1705,1096,9449,772,3441,4601
2711,1699,8773,1198,3918,829,12624,3458,1325,5864
2711,4963,3951,7195,3166,6249,606,3454,380,2102
2711,3918,1096,2472,3124,686,772,4610,1384,380
772,586,7819,16,3441,1198,3438,946,4867,690
772,2711,606,4948,3357,2776,335,3223,9507,692
1198,2711,140,3951,2428,3940,4645,7278,1834,5716
2911,3952,2428,3378,4040,6102,1652,3400,4014,5987
1198,3940,1325,140,709,7729,2711,1793,3951,8533
380,2711,7512,918,2434,3197,5844,2415,3223,14
42,5844,9449,139,380,1904,3918,586,87,10494
7778,946,7580,6372,5819,2711,1028,6249,3918,2969
1325,335,3449,2079,4610,6503,6805,3864,380,1198
6249,3110,588,60,739,772,8173,1008,606,686
1829,52,2969,40,1096,380,4867,1892,3166,1325
1519,388,2079,3458,4962,380,1063,1325,42,2578
2711,219,96,7068,3124,6249,60,6002,12624,9507
140,380,2711,8987,1063,2776,1198,1325,1483,3330
1198,3606,380,75,2711,1483,140,2079,8027,2776
105,6102,45,4867,877,684,217,372,540,380
10199,7195,4962,987,4963,2711,139,4108,8533,1675
3223,4867,8173,775,7729,6518,2711,21,3940,6514
1198,2711,380,2428,87,140,9449,1264,1325,3441
539,3454,3458,3918,946,16,709,12220,1063,380
3743,1264,2711,140,3351,60,1198,14,380,2020
518,1096,5844,380,3441,2428,2102,3166,588,1513
1874,1096,184,3940,140,3245,1829,3124,380,4751
606,1198,2711,2776,1325,3441,380,1063,1699,1096
5239,1259,3989,2472,1126,6576,3782,184,393,10611
1699,664,5844,380,739,5601,21,5858,3756,2711
5992,304,380,8773,60,2758,1325,84,2415,6249
3124,380,4657,2711,3057,42,4962,3458,2776,60
1915,1834,398,3057,388,380,3464,4337,151,6001
6249,1198,1096,4669,42,2571,3918,140,12371,5801
14225,11430,5864,3124,417,2969,4921,3768,3782,2787
260,105,5648,140,775,2711,380,4963,7758,21
3124,380,304,189,219,1096,2776,1325,2578,5844
2776,380,60,1675,606,5844,6102,5084,2415,3478
2711,45,1325,1519,2415,3458,304,372,709,9449
380,1198,2079,709,14,3918,3782,6102,2969,606
1513,1264,78,380,2711,3458,1198,52,5084,1700
1198,2711,219,686,5864,709,380,748,3223,1904
380,1198,219,4433,6249,12220,2428,21,5844,2711
772,21,140,349,567,1513,14,1198,1117,2079
380,219,42,3458,14,1325,3691,1513,105,1198
3378,7580,7519,10021,5996,966,1156,1516,8078,2787
518,8840,1852,748,588,6044,3951,1829,105,1096
5648,1829,140,1096,2711,40,606,5992,5239,2079
2711,3124,8773,1675,5820,5992,5648,606,257,2776
4229,2607,658,1264,5844,1003,4591,7463,776,527
772,105,3691,4657,140,186,4963,52,775,606
96,1198,3458,682,4487,3918,7238,5084,1325,2711
5992,1198,2711,3458,380,2758,21,2415,8533,561
3223,347,2711,3065,3458,2862,5992,380,21,8173
380,140,3951,75,3918,3691,606,9449,1513,4962
586,3952,9507,2711,3378,6187,140,1063,372,635
5748,380,4669,1063,105,21,3166,16,3458,14
1264,380,5992,4948,9449,7758,1198,3918,3458,42
2415,606,5844,380,5239,1096,8773,9507,16,140
380,105,539,946,3223,9449,775,1904,2415,1287
687,6249,3493,3854,1771,86,4896,840,6164,10407
3940,4601,1389,4962,1198,380,1854,2711,3124,3458
4948,1198,8173,1325,380,2415,140,3057,2758,2020
1096,1198,1519,2776,380,219,2711,3458,1675,3951
2711,9449,380,6102,3441,1198,1516,772,84,601
8173,380,335,612,3782,21,1384,1096,709,2776
388,67,8878,219,684,3223,2091,380,3020,2711
380,1325,1198,140,304,75,1063,2711,3197,3124
380,219,2079,60,1198,1096,1829,2102,1513,2711
380,1325,140,2415,42,1096,60,139,189,8533
2711,60,775,372,739,380,606,539,4916,6044
1198,3743,3478,689,380,2434,772,4867,6457,1107
2428,139,140,518,21,772,380,690,8173,5844
3124,388,380,2711,3226,8533,3223,6044,4962,3514
2711,3951,4916,3245,1513,4212,2776,12624,335,586
2776,3458,380,2711,1096,3124,775,3166,5992,606
5844,380,3441,184,186,1264,1675,1793,1516,8533
380,2711,8773,8533,11028,775,4867,739,2079,8027
380,3458,1198,946,2711,3478,12220,1389,7519,748
4422,7688,11992,9281,527,2969,7715,6613,8697,533
380,1096,4963,3454,2711,6518,1519,772,2776,5471
772,709,139,5844,2711,1156,1198,606,739,1699
2711,1198,709,219,1829,380,4610,75,45,2758
3330,664,2149,75,45,3952,1198,6739,2711,5820
2007,1516,4948,2428,3441,2711,1325,748,139,5858
12220,1325,1198,2952,772,3458,665,3689,586,7580
540,3458,2711,260,380,3606,748,5648,21,3223
12220,6249,3989,10404,994,11319,3197,3441,877,60
6249,380,2711,539,3606,335,14,606,2079,1829
380,42,8773,3454,1198,21,539,606,614,772
606,2079,1675,9507,684,4801,2327,4529,5844,5374
709,2711,1513,3951,380,4963,2442,684,2079,4783
380,588,388,1519,3223,1198,139,2079,630,45
2758,140,924,6676,335,380,690,4108,16,3478
2776,3458,380,219,1198,3918,1325,1264,5844,775
380,3458,2711,775,1519,5864,3918,335,2578,3223
2776,3940,2607,3458,184,3951,1829,3952,1198,540
2711,5726,612,11028,7278,682,1096,1198,1854,4601
3124,606,3458,772,2711,709,2776,6102,3378,380
2776,2711,3951,4962,380,42,60,772,775,709
260,2711,380,924,1096,5239,4670,3378,540,60
3951,380,4569,1513,21,2079,184,9507,924,2372
686,709,9623,946,8773,9507,1264,2611,5610,1325
3124,3357,380,42,2969,1133,60,21,4337,105
588,140,1198,2969,516,42,11028,4669,5490,5109
586,1198,140,6249,3478,924,3166,1002,1063,139
739,1555,380,21,7001,335,3165,3223,3712,2711
380,2711,4390,709,1198,7286,1519,2023,304,1325
7778,1389,6514,6821,8276,6062,535,8968,2182,4948
709,539,540,380,4962,2776,1198,60,2969,5225
4286,918,1780,6724,709,4962,2244,10534,5776,619
1904,5726,3441,380,1829,2079,1325,219,8533,1063
380,2079,1198,2711,1675,388,217,8533,2776,5864
3952,6044,482,4610,2711,8533,6304,3951,1829,183
219,3918,2079,2776,8533,3458,3124,539,4601,2578
2711,606,3606,3223,4896,3441,5992,1516,21,3458
3291,739,9449,4510,3606,3223,733,601,8773,1699
606,5726,12483,9480,219,10062,6677,2326,2933,2006
5601,921,380,377,398,3514,52,7512,690,2758
2020,12494,1198,9449,535,1264,11028,335,7519,21
4751,1829,2711,1198,482,2607,6002,709,140,1904
4610,380,6102,5748,3057,4657,1852,709,1834,5864
60,380,2711,3223,2295,219,1264,539,606,2969
9844,161,12624,9306,2434,5748,3330,664,873,1932
1198,2711,380,6249,3197,1259,3124,140,7519,2776
15891,8043,15006,1786,10756,5284,19614,1790,1791,4246
3958,739,6002,5801,140,1325,3600,12832,775,4645
1198,686,140,1829,6249,2711,3951,7519,78,2149
4706,630,167,9511,948,7580,4645,775,2676,349
380,1675,3458,3918,1829,189,772,6044,775,1892
709,2415,4654,772,2711,75,807,3223,2969,2247
8533,686,3124,1096,380,75,2711,7182,186,6249
6249,9449,664,2776,1198,380,1264,2079,14,3951
6249,1516,6514,1389,14,929,1403,6821,7519,4748
380,709,7580,75,78,1325,2102,21,1107,2415
3880,3951,614,9507,748,1793,606,5374,8773,335
380,2776,42,140,1198,45,586,3782,1325,2758
1096,380,335,4706,9449,3940,186,11028,2711,219
42,2969,105,3918,829,380,140,7758,304,5992
739,3223,4601,380,335,8773,606,6518,1198,1483
2776,2711,772,380,3124,4916,6249,78,1699,3951
3680,75,3940,1133,6372,84,9449,139,1834,151
2758,8773,5726,2711,3458,756,775,1063,3952,140
772,380,709,4916,4610,3951,739,2079,2711,682
12220,6187,380,1264,3124,630,3782,2970,2711,4591
380,14091,3441,3951,2102,2711,6249,2434,2758,1198
105,3782,186,3378,42,612,614,45,3291,1519
4610,614,3351,1463,10199,6372,10494,40,4783,3666
3945,4429,5494,6528,7389,5132,327,2787,5500,7383
6102,335,380,1198,2711,6249,139,772,3918,42
1781,5844,219,4783,3918,184,5567,1851,7029,7195
2711,60,606,539,1940,380,1198,4229,7195,1519
219,3357,772,3458,2102,78,7068,1139,3166,588
4433,686,6249,3223,748,2952,1214,7129,994,825
4916,775,2182,1709,4591,260,807,5310,1245,3330
380,140,184,9507,3124,3166,1096,1198,87,3458
2711,1063,3458,3606,2776,380,1096,1940,3478,3124
627,3124,75,4433,12624,2776,6249,686,3951,3918
1096,1198,709,2711,3458,2776,140,3951,380,1829
1198,2711,380,87,78,4916,1829,60,335,8173
4706,606,519,42,2711,1700,1325,45,105,380
380,7758,1096,2776,105,3458,3166,606,772,1198
380,2776,189,1325,1483,1264,3951,21,2969,1513
3951,1008,1699,7758,5844,1700,6249,709,7129,7126
3458,2711,380,3124,3951,692,2776,6249,5992,1063
2711,1705,5239,2578,380,3940,2023,1940,709,2079
686,1287,3952,1829,184,7519,2091,665,1519,75
6102,3223,2776,380,140,4962,3493,5844,272,1096
539,6499,2776,5864,4963,3124,5992,2611,1940,3918
151,877,6249,7870,7580,8173,1516,5996,1580,690
1389,380,219,78,1198,12220,5844,14,3478,6102
2776,380,2711,392,709,3478,3918,9156,2845,3454
709,4963,14,3478,7758,45,3458,2079,75,2711
60,380,139,588,772,1117,606,5844,1675,2102
1325,42,6044,105,2758,2711,2415,140,3441,380
772,6249,1264,2711,2969,686,8173,5844,380,5726
1829,1198,3438,2758,4102,3918,380,3817,14,772
6249,3223,380,1198,3166,3197,1264,1705,523,539
2711,3493,4916,772,380,3458,709,586,1096,3478
1198,380,42,219,2969,3918,2776,2711,3458,6249
5858,6102,5601,7758,3854,13619,2091,3124,5726,3743
1198,2711,304,1829,380,2079,87,349,40,3951
75,2776,1325,2428,3951,1198,3057,380,4510,612
7195,3357,219,2524,1942,7005,1214,2867,7729,5820
5748,4360,6249,1403,5225,139,380,1096,3952,630
2711,380,1096,567,709,1699,45,1198,60,2079
1096,3940,1756,140,540,709,1198,184,105,2776
60,686,5992,606,45,1096,8773,380,2776,540
7758,2079,163,380,7286,60,709,2776,5239,186
2711,709,606,3918,105,3458,3124,380,1198,2776
380,4916,8773,606,14,219,709,3166,139,3606
8408,2023,2434,4495,144,3864,5581,7195,7111,7554
1519,5992,1096,9507,140,2711,3458,1829,4948,6044
184,3441,1325,2711,539,6676,5864,1519,140,260
335,2711,3606,1675,42,6518,4014,7195,8840,52
2182,8173,4948,772,3686,9449,1198,3057,3223,2091
1198,6949,2716,12708,1915,380,139,2711,1107,3918
5648,1675,3801,1513,3606,2776,372,1287,2711,5746
45,1829,3166,2711,272,606,601,5546,21,739
6249,3680,2711,14,6622,4835,2969,709,918,3330
2091,854,4835,8477,606,75,3357,7463,8878,3454
8840,606,7758,3165,392,380,4670,86,2711,3357
6677,11417,3223,4601,733,739,1483,775,3124,14091
380,3918,12624,3940,1198,6249,2079,2711,2776,1325
380,11319,6187,1198,606,5844,1874,3378,2578,8846
1829,1096,1904,3951,709,3458,2711,1198,2607,1781
3458,606,21,7353,1325,2711,6102,4601,4962,1705
140,380,3940,1198,3951,2776,709,75,60,1325
380,7758,854,3441,87,4102,6636,3057,1063,3743
52,6518,1904,7758,2969,8533,2415,3918,8359,13619
139,1198,4390,380,606,14,772,1389,6102,739
2776,12220,1198,6102,3458,380,3124,1516,606,140
7195,709,2711,4783,3691,3951,96,4963,3458,1519
3166,380,3458,3478,4331,586,3057,2776,4916,189
3357,5567,5864,1325,946,4591,1367,4580,3697,42
380,2711,2776,709,1096,60,3458,6102,3057,6249
772,1198,4645,2711,998,612,756,2686,1622,3768
3918,75,380,2776,4962,3124,561,6499,775,60
709,5084,1096,561,4610,6102,184,140,3458,60
2428,2711,380,4591,3124,3952,1107,686,398,335
2711,380,42,219,3124,2776,1389,40,1325,6249
3458,78,380,139,4014,4580,60,1198,6102,3782
7758,335,380,60,709,260,1070,5648,4706,372
3478,380,2578,606,1325,6102,3458,2711,709,686
2711,1519,260,2102,219,380,3458,14,1096,2969
6745,6499,7580,3736,1198,1325,1107,4212,519,5680
1829,2711,1096,5648,1198,5084,9507,105,3801,7218
2102,686,4390,3223,5601,4896,3743,4433,144,772
219,1264,2659,5054,1198,3918,1516,1699,7011,2969
4591,5109,630,5864,4433,398,2711,1519,1096,6044
601,2428,772,1389,6249,739,2007,3854,3817,2758
380,1325,1264,42,219,5864,5844,6499,2776,5109
1389,2091,5763,12220,5829,6821,3291,7456,4896,1139
219,3458,42,1096,186,3782,45,3951,380,75
2964,380,739,3606,689,9449,2428,7246,6102,2711
