1,2,3,4,5,6,7,8,9,10
1483,5239,6193,163,164,772,4657,739,7413,4040
3478,772,606,45,3357,3951,84,3940,709,1699
1325,561,1096,42,567,5992,3918,1700,2711,1781
606,1325,380,3743,690,1139,3441,748,1198,6249
606,739,2711,4783,4207,1675,1325,139,372,380
380,9507,105,2711,1513,606,6102,775,372,686
1519,772,2711,380,1325,606,3951,139,2578,2969
8173,6249,772,380,14,6821,151,5819,139,2758
380,1096,3124,2711,139,60,189,3951,1198,2776
380,2079,2711,3951,2007,1096,2776,219,139,1781
380,6102,2776,1198,709,3124,3952,9449,3458,2711
6102,1325,60,42,2776,7758,3124,3458,775,140
232,2149,1754,11028,2711,3210,3213,614,3223,4706
2776,2434,3458,380,3124,7519,539,1483,1675,2711
2711,9507,3166,8533,78,1198,1699,380,139,3951
2776,60,380,1096,772,3458,1829,5992,3478,2428
2950,1675,1445,105,2711,439,2079,5864,349,1892
3940,606,6249,140,1186,5225,11028,335,5992,4867
380,606,1198,709,105,3918,1264,2607,9507,775
2711,4670,606,219,772,45,3458,5844,8173,5225
1483,140,5648,3330,3111,1519,2969,1513,2776,586
2711,1198,606,380,709,772,2578,6249,60,1325
1063,2711,8773,606,1940,682,2776,8840,2119,6002
2711,3801,140,5648,5864,2376,539,1096,1325,540
14,1325,139,4916,1699,7519,1516,2415,2102,1139
1198,2711,3478,709,380,6102,772,3223,606,8173
75,2711,380,1516,3223,9449,5864,772,7870,2578
1940,5239,139,140,6304,40,42,1904,1892,45
2824,6457,6821,9032,4510,1325,12268,3606,690,1513
1198,4916,380,2758,6249,3124,1063,42,2711,1325
4948,2776,9449,5707,4438,1513,4255,5648,1198,4510
6102,380,14,2711,772,606,1325,139,60,1198
3357,2711,5819,3245,3166,4012,1460,5726,3472,5864
380,2711,372,539,304,1892,349,3223,2079,775
606,601,2711,3478,4867,739,139,3197,1156,60
380,219,2711,586,775,1198,6102,2969,539,186
140,2711,3951,380,1513,2079,2758,3124,2776,9507
380,772,1198,3606,9449,2969,601,42,2776,14
2711,217,380,1096,1519,2607,772,42,1483,2079
1264,6249,2711,9449,8773,3918,772,3854,1325,686
2711,1198,3606,380,1096,1675,9507,2578,4610,772
686,606,14091,3223,3743,3057,748,6739,3441,2711
11028,8773,2711,739,2578,10199,1198,5225,8533,606
561,42,1198,6249,3458,139,1156,21,16,6102
380,105,3940,2079,1117,3166,2969,3918,21,1198
2711,380,3458,1198,6102,2776,6249,60,304,7353
380,1198,1699,709,1086,144,300,772,4948,946
5864,1608,42,3918,684,6102,4963,2571,1325,105
2428,9449,2415,3458,3441,4867,380,78,3057,772
1198,380,1063,3166,1315,42,1904,3200,697,1246
1198,1096,8027,4948,380,2776,2969,184,4063,3606
1198,3020,1264,4751,1483,139,3458,5844,8173,3454
5084,6102,4207,2007,380,1516,2969,2428,12494,4645
1198,9449,3223,3441,139,739,606,1156,2711,2952
9449,139,3124,9507,3478,775,2711,60,3918,380
3606,772,1516,2091,2711,5819,4948,219,3438,9449
87,6104,2711,211,3756,45,21,686,775,2451
606,2711,1519,3441,186,5239,739,8533,372,3223
5844,380,709,3458,4610,219,60,3357,772,2776
2969,601,9449,9507,2711,14,6044,6100,2776,3124
380,5844,2079,1096,1198,2006,540,2711,2776,1513
2711,9507,105,45,1904,42,1198,775,519,184
540,739,2711,8533,1325,1389,709,539,606,3458
380,1829,1198,3223,3454,3458,9449,709,8942,2711
139,3291,748,1139,7413,1325,3223,6821,3743,612
380,42,1198,2758,561,2776,21,2711,140,6249
2578,586,380,9507,1264,2711,2079,349,4783,5844
2711,380,1096,2776,140,1198,3951,105,3458,9449
12220,139,7580,1198,219,2091,380,4948,3458,6249
380,775,2969,2079,3166,219,1198,4963,105,2776
140,151,380,3166,139,2776,42,1063,586,775
775,1394,5918,588,42,13818,1332,786,4963,4601
3412,380,1700,2058,304,4732,1096,1513,9507,105
2711,380,60,1198,3951,1940,1186,686,1096,709
140,3782,3057,2079,1198,42,219,380,1932,1325
15624,5487,12235,5438,12236,12237,5434,18935,5432,5431
2434,139,184,5918,3951,8533,1325,3799,40,8696
709,772,6102,139,1325,2711,2776,335,14,3478
1198,380,139,1325,2020,4867,140,105,606,854
2711,380,606,11028,5648,372,1675,219,1198,2776
5981,6062,3606,728,772,966,2182,6518,1516,7184
139,3940,140,12220,5819,3166,6249,7353,2102,686
2776,2711,3951,1096,1198,1513,5748,219,140,2079
21,3940,9449,380,606,1793,3514,2711,8773,161
5864,9507,1198,1325,3458,75,42,21,380,140
45,5084,2428,60,8840,5864,1699,78,8773,11385
1198,105,775,219,709,5864,3441,52,186,2758
1325,3478,60,3223,606,8773,4916,7519,3458,739
1389,380,1198,6239,240,42,219,1325,5844,5845
739,380,3712,4610,539,21,3223,4411,45,2711
380,1198,1096,2776,105,2079,219,2711,42,6102
1096,380,2711,1513,3124,219,3458,2776,21,186
606,3124,1675,5844,2758,9449,380,6102,1198,3951
2711,606,60,3606,380,6044,219,1096,1198,8773
2776,8773,3166,2079,1754,606,9449,3606,756,924
3952,140,7519,709,380,1198,184,854,21,2607
709,380,1198,6102,2079,140,3951,9507,1513,335
1126,739,7129,2969,87,84,717,2091,7106,8942
60,380,3918,3782,1198,2102,2776,2711,1096,4706
2578,140,709,772,75,606,1096,4783,184,1513
2711,380,1198,3458,140,3124,2776,21,42,3918
380,1198,3458,388,2711,3124,5992,2776,3057,3478
2711,2758,1096,709,7758,380,1829,9449,3606,272
2711,1198,1096,8846,140,3458,709,380,5820,3952
2711,380,3951,606,2776,186,709,2079,1096,105
1513,5239,186,2079,6187,304,8773,3951,5225,3454
2776,140,1096,75,3454,5864,1904,3918,3951,2711
219,8773,380,139,42,140,2079,5864,1675,1325
1198,5748,75,140,1513,2776,42,3782,635,586
398,567,3223,335,10767,21,4896,682,2711,75
380,140,219,335,2969,3458,5084,606,2079,5225
6636,3458,4433,1133,9507,1699,567,2776,1325,3743
349,380,3151,3951,1198,60,304,5844,105,2711
3441,739,606,772,5820,60,8173,3223,601,1829
772,2711,9449,1198,6249,3223,606,380,139,686
1445,4657,4428,52,1851,956,924,2607,4172,167
9449,3441,14,3166,105,380,709,6249,1325,5844
709,3433,4433,540,1874,6499,4657,1519,686,5776
349,3478,380,540,1416,60,51,672,3940,4732
1325,1753,4390,4407,13579,4411,6102,10488,1198,139
2711,2776,1829,1519,1096,3918,3458,2492,5776,709
6249,3124,2415,87,1096,3458,139,3197,8773,9449
380,1096,45,601,3691,8533,5239,9507,1325,2578
6249,3940,1198,1325,2711,2758,7519,380,8773,686
1781,3412,5374,1829,2776,3458,1156,5820,1519,7519
1198,380,219,12220,139,9507,690,6102,5819,1264
380,60,1198,946,140,2711,586,1325,2776,6304
3197,709,1325,748,1834,3691,3458,2182,1389,3166
1198,6249,1264,1063,2711,380,3918,2776,3458,9507
8078,1519,1107,1198,2079,2776,4948,3554,8773,6283
380,105,2969,539,1198,184,52,606,21,2711
42,380,140,1198,1325,219,1264,5844,3951,709
2711,5648,709,1096,260,918,601,2591,380,974
380,1513,3782,2492,3166,1198,6102,1096,775,78
380,606,2711,5992,1063,140,7353,60,1198,3458
45,1513,380,60,14,2711,2079,606,1198,1904
1198,2711,3918,6249,14,1940,184,1839,51,78
3197,3124,6249,4645,2415,2711,5992,2776,4867,9449
3940,7519,272,601,9449,739,139,3223,3441,3330
10382,12377,12379,1552,12386,12393,1546,8732,1544,1542
2711,5844,380,1325,139,1699,60,3223,3441,6249
380,1325,2711,2776,1198,772,3458,6102,139,140
1325,2711,380,139,5239,3441,186,3940,219,3458
380,772,60,2711,1325,1198,139,3712,42,606
2711,380,1198,1700,2776,105,2758,3918,52,2578
380,709,606,9449,2079,4963,260,6102,1096,3918
3357,380,139,3223,739,2182,4102,3951,3817,1198
1198,3458,7758,1096,380,4867,6745,6499,2711,1781
219,380,184,1096,2711,2776,1519,1829,60,5844
1389,9621,4948,1699,2787,8354,2867,5538,7519,10600
380,775,1513,7519,12624,1519,606,2776,186,924
1699,6249,4433,7519,1198,5601,3223,2952,748,772
3197,586,1519,4963,5992,8533,2776,2753,1513,1699
2776,586,3952,140,2711,695,1063,1519,184,635
2776,896,1325,140,6102,42,3918,9507,219,606
6905,157,1892,10496,7870,7419,5648,3633,2302,2949
627,3223,139,6249,1384,2020,601,4867,4645,1699
139,6821,686,4438,3478,6249,772,4690,3291,8173
9507,606,139,2102,4390,6249,6102,946,4962,2006
709,3951,1829,1699,1287,1904,2776,6249,586,1198
2711,380,1198,184,9507,3951,3940,14,9449,60
3458,1096,3166,140,1198,219,5864,380,2711,75
140,3951,709,2711,2776,1513,586,3385,1264,21
2758,606,11319,5844,5239,2776,8773,380,3918,140
5844,380,1198,772,2079,3940,709,349,1675,189
3799,2776,380,2969,7819,1096,3124,4657,84,4962
4582,4610,1874,6402,739,7413,4805,4186,748,183
380,2711,606,739,772,1198,3458,1829,4390,1699
380,139,42,772,5844,12220,60,219,1198,1325
2711,772,380,1198,7519,78,690,3449,1107,139
4963,3951,1892,9507,1904,1781,60,1829,217,2711
3478,304,1325,946,1513,1700,189,8347,1063,709
1198,2711,6249,380,772,3918,1389,709,75,2776
42,3782,3918,16,946,1325,1384,380,5084,5844
682,1198,60,3223,772,380,6704,21,7278,6249
918,3743,3197,5992,4433,717,6767,8027,2711,380
3057,686,9449,8027,4867,3478,3686,3458,775,380
5844,380,2079,5084,1198,3606,686,1513,1325,304
42,1096,380,1198,3918,606,105,539,3124,219
6351,6821,1005,3223,3145,5763,13420,7416,665,748
3441,380,4433,1198,3223,6102,6249,606,139,1325
3918,772,2711,606,3124,4610,7011,586,588,8773
3918,380,3458,4601,1063,2578,8773,12220,5864,335
9449,14,2776,1325,686,2415,4616,1063,2102,2091
4690,6582,15887,2698,2699,6687,6686,6685,11213,13619
380,1063,140,2007,4962,3124,189,3166,75,5864
380,2079,3951,1325,5109,1117,87,3940,1264,240
380,1198,1325,140,772,12220,606,2711,219,3357
6249,1513,539,756,2434,2711,5680,5024,7819,8773
2711,6102,380,2776,3951,388,8773,3940,4499,540
2711,3801,1096,606,3691,5109,8773,1063,540,2492
3782,14,60,380,1264,186,105,3124,3768,2079
0,18514,8231,18531,8261,8267,8268,8271,8276,8280
3951,349,219,380,105,1264,217,829,1198,9449
75,9449,4963,388,398,9507,1540,1552,42,612
380,539,2079,3458,772,2711,335,2776,21,9449
3854,739,6044,3514,2472,2607,4122,3685,12127,2006
3441,3223,380,739,335,606,9449,709,21,2428
3458,2711,1198,3940,3124,539,739,1829,1940,11028
9449,1345,4207,2776,2969,1675,1781,775,304,1513
1096,140,75,380,139,3166,4962,2776,1325,1519
739,2969,3458,6249,3223,2711,709,2776,4962,686
87,3223,4783,1904,4706,3441,372,1513,1416,1675
2776,12624,1325,140,9507,1513,3478,586,1096,219
380,2711,3951,105,709,5844,2758,78,2776,1519
1198,4601,606,380,3918,2776,6249,2079,7278,5109
1793,78,3065,5747,105,380,974,217,2696,561
380,709,1096,186,2079,3514,606,2711,3223,2578
2711,2079,606,1325,105,2758,140,380,8773,139
380,3197,5844,1063,1198,606,739,3478,6249,697
3951,140,5992,2578,349,3458,2711,1519,380,6044
482,217,5111,3378,5748,6739,3951,2711,8608,3151
1519,260,772,272,4748,1727,14429,2578,4579,257
21,539,1198,1325,2776,2711,42,380,1096,140
6249,380,1198,14,140,772,2776,5844,7519,12220
2711,380,3223,9449,139,2102,6249,918,3124,3478
9399,12598,5107,5105,5103,10351,2005,2006,2007,5097
772,690,2711,3756,601,139,14,2102,7758,1325
5119,5169,884,3464,5791,11657,1777,11267,630,1781
8173,139,6249,5819,14,4948,1325,748,3223,3057
78,606,1096,1198,2711,219,2776,380,1829,5648
380,3918,2711,3124,335,2776,606,12624,1483,8773
6249,588,3441,186,2758,9449,140,1198,3166,8773
2776,3458,380,3197,1904,219,1096,3454,5726,1198
1096,380,606,7758,4963,2079,1264,3918,2711,3951
606,709,186,380,1513,60,4963,6102,2776,6249
2079,2711,380,5239,60,739,1096,606,539,6249
2711,540,186,380,6102,45,775,8533,4963,5992
3918,3197,3124,45,4610,8773,1198,380,1325,709
2776,14,2923,1325,2758,2711,349,240,4732,7729
2776,539,6187,9507,1513,2711,1063,140,1096,1519
380,772,7519,8173,139,2711,1325,60,2102,1096
2711,219,380,3124,1096,1198,2776,606,3458,1389
105,709,1389,2711,380,606,2591,184,7195,1198
443,1936,6636,8773,4962,2376,6044,11028,2711,3151
3057,380,3458,1198,2102,3952,2091,3166,140,5726
219,3952,9807,4610,298,16,2776,42,3416,14
2711,3357,1793,8173,380,7758,3166,2776,3478,3223
772,2711,84,380,2091,3940,1002,606,3197,3166
748,772,2711,380,2776,3951,2607,606,87,744
380,2578,1325,2102,3918,1519,3478,1513,2711,3197
380,2711,140,775,1325,1699,1198,3918,335,3458
380,335,4390,10407,8840,3951,772,2711,2428,139
3458,3951,1198,3124,380,3918,3768,2711,1063,1781
1325,2711,606,772,139,380,3458,2578,75,9449
8533,140,1699,1325,380,3940,1198,4963,519,2969
9449,2415,139,3223,2182,8773,739,1395,2711,1851
2428,4916,1483,772,2091,240,3918,3124,140,2969
1513,1325,380,772,9507,7519,3940,1198,2776,45
1198,380,606,60,2711,8773,709,739,3458,4916
601,8846,1325,380,586,9449,3330,7729,523,6249
1198,2711,772,3606,304,380,1781,4732,186,606
380,2711,1198,6102,3124,3458,606,60,709,3606
380,21,1198,5864,709,4610,1608,1287,2079,8840
42,1096,1198,3478,380,219,946,2758,186,1513
2711,977,5820,1096,5864,1198,1829,519,2969,630
3197,2578,140,6776,6756,1560,8773,51,1246,3478
2711,2776,272,380,924,140,105,6102,1198,186
2415,2428,2776,4916,3124,3057,78,380,2769,9507
801,535,3952,300,586,1851,1839,304,1198,7353
1198,2711,380,3458,140,60,3951,9507,3918,1325
1139,380,1198,709,2776,6102,84,9507,2472,588
6249,748,45,2182,60,689,5844,2006,2007,380
60,739,372,4706,139,1325,539,380,2711,1513
1198,380,1096,1513,2969,2711,606,2578,42,1325
589,2824,12371,6537,5739,1705,6739,8533,3814,2149
2711,1325,1519,3458,3940,2776,219,2079,3989,140
14,9449,140,2711,21,3689,1325,6249,380,709
1198,1793,2711,380,8773,3441,1389,1829,11028,4783
1063,2578,304,1325,2079,697,8173,709,3057,372
3951,3478,6102,380,4390,8173,14,2711,9449,1198
3057,42,7519,9251,2102,380,854,2551,151,1198
3989,630,6249,52,772,1264,3197,601,45,219
4867,3458,3441,347,2711,601,3454,586,3197,6249
380,2776,2711,21,60,739,4916,1699,372,8773
877,527,2102,7278,739,1063,1689,588,42,3330
3951,186,2711,3357,3454,772,1325,1699,2776,8173
9808,4328,5863,4273,4035,87,12220,10045,4645,2327
380,105,2711,2079,42,5239,1325,12494,260,219
606,184,7758,1700,5239,4948,519,539,140,1096
3165,7729,772,3197,139,87,3568,84,3441,946
14091,3166,1096,3458,3124,2472,2776,5155,2006,1325
2711,1198,87,9507,1675,3478,60,3458,1325,606
6249,3441,3357,1156,4218,9511,7068,186,4867,1608
380,3782,42,3458,3057,709,1096,219,16,4610
2711,709,2776,3124,60,380,2079,606,12624,3918
21,1063,1516,3951,1198,4867,2006,4207,2711,3478
42,2079,1513,380,219,539,140,2711,3458,1198
219,1325,4610,709,772,60,2776,380,690,2102
380,2711,1675,52,3940,5239,140,372,2969,5864
140,1325,78,42,75,380,1246,1096,388,717
2711,2591,105,380,12624,42,3918,1513,4706,4212
219,1198,3458,606,87,8773,380,140,139,2711
260,540,105,380,140,4657,14,2711,184,4963
3734,3731,3740,17330,13177,17332,3736,6306,7470,9506
2776,380,219,140,6249,5864,1096,8773,7758,3166
1198,380,2711,6249,772,139,3918,1699,9449,709
601,739,8773,3940,335,772,380,139,3223,372
2776,2079,2102,380,1445,9507,9449,2711,219,1198
3951,2776,380,3458,21,2711,60,5084,9449,606
2711,4783,2079,21,606,105,186,1675,380,5239
380,2711,1198,3166,3124,21,7353,349,3223,3951
6102,380,5844,21,2776,6622,2711,7519,7512,9449
380,1829,1198,388,1264,21,2079,217,772,3124
2776,6102,60,380,3458,21,606,219,1264,304
2578,9507,3458,380,606,3166,709,1096,686,1198
140,6636,2079,2776,1700,6102,380,3952,9449,398
3458,1801,2711,1198,5844,304,1904,260,240,1096
60,5844,1198,186,5648,1133,372,8773,5225,5239
3223,3197,2428,6676,2758,4172,1198,6704,2776,6677
380,606,2079,4706,4645,3951,8533,140,540,3458
9449,380,3124,105,2711,186,6102,4657,2776,3940
6894,13285,1173,4331,4334,4337,4342,1158,1156,4360
151,3686,2415,75,14,380,42,60,5819,1096
380,3768,219,42,1198,6805,1781,2007,1829,5844
380,3951,2091,2079,7758,2711,2776,2758,304,219
1829,2711,3952,6249,3951,772,380,3918,709,2776
380,3458,1096,2711,1198,1829,3951,21,539,7195
2711,380,4748,4751,2415,60,606,1198,12434,482
349,380,2079,1675,1700,5239,45,219,388,4706
380,3124,4610,5864,6249,7278,3378,4962,2776,304
3458,2776,9507,1519,1096,380,586,140,5864,184
380,1198,606,2711,60,709,219,1699,1829,1389
772,606,2867,5864,5525,7195,4706,5844,6518,4867
380,21,1483,5155,3458,349,775,2006,6102,219
380,3223,3951,1063,335,3472,11140,4569,2776,2711
380,42,139,60,1096,8773,6102,2969,3940,3458
219,1198,2969,14,105,7758,140,1781,772,380
380,8773,42,139,1198,1829,3458,1325,140,3124
8773,5864,1781,540,4212,2711,4230,6636,139,2776
2776,1705,2492,1513,1781,2006,3951,60,3124,5239
6102,2776,9507,42,1198,380,1325,3478,7758,105
1699,1198,139,1754,1516,3441,75,772,12220,2102
699,733,21,5864,540,539,2711,1874,1829,6499
2711,5239,304,3951,380,60,601,1513,1063,21
739,2711,11028,86,3441,709,186,3951,772,372
1513,8840,304,4433,189,21,2149,4378,690,5370
7218,139,4670,3854,2182,3478,690,7068,709,8502
2758,5819,540,380,139,3691,3458,2711,3478,3940
380,1198,2711,1325,606,9449,2758,3124,78,75
2711,3438,2758,3454,2952,1699,4601,772,5819,3940
2711,1096,219,5864,105,42,606,2969,140,380
78,6249,1699,3952,2711,139,140,21,1198,14
14091,3568,698,699,1325,5331,8160,4707,4304,4706
140,380,3458,1198,105,3166,1325,1096,2711,2776
75,140,1483,3940,4706,772,7353,7519,398,2571
380,1198,219,3166,140,4108,1829,3458,139,2007
380,140,3458,5084,606,3951,1325,1198,2711,2776
2776,1198,3458,140,78,5992,4610,380,7519,3124
4948,1156,105,6249,10534,388,3952,1198,1202,4768
3441,3166,3951,40,4962,380,3478,4706,1801,1781
1634,7851,186,1107,189,15070,1010,2007,3449,539
2578,2758,8388,1063,1700,2969,5992,1264,2776,1904
75,240,3782,1483,1384,5992,2077,2659,1829,4136
4962,219,2776,9449,8532,2102,1904,105,2711,1699
8840,8455,4706,8533,60,1829,3951,75,4963,8773
2758,1198,4860,52,3606,2711,709,380,304,10532
3458,12220,772,14,709,1198,5726,139,3223,1133
2711,3223,5648,380,1096,540,2079,140,2776,1483
2711,380,1198,3454,5864,772,8173,335,6249,21
4783,3197,3412,3166,2578,380,1096,3458,606,2711
380,606,772,5844,586,2434,2428,2415,539,5109
5084,1198,139,380,586,16,4390,7353,6636,14
474,8070,140,709,9507,6249,5748,11173,2776,1519
12220,606,772,380,139,3441,3330,45,11140,60
1198,1513,217,1096,3951,2711,772,4063,7353,2776
380,2776,105,8773,5225,5864,2079,2711,42,219
1325,6249,139,380,7758,946,709,567,3918,3223
2776,1264,2591,186,2969,380,3896,60,42,6102
380,1198,14,1264,140,709,8173,3478,2711,335
5648,2711,3124,1699,4962,5726,1519,606,739,8533
140,2091,380,3940,1264,3458,1516,2776,2711,5992
1198,380,2711,2428,1325,3940,304,140,3606,7729
3458,775,1568,3166,388,105,1675,151,3020,380
994,6249,739,1829,1063,21,2711,2079,12494,140
3918,42,260,772,7195,4962,739,2149,52,2699
380,1325,2776,1096,87,2711,5844,3124,1513,2079
1198,6249,3918,586,1699,3124,2102,1096,380,1325
2776,105,42,140,1675,1325,380,1096,1198,60
2711,9507,2776,6102,380,1198,2472,1096,2578,1325
380,3458,1198,2776,139,2711,219,5844,6249,1264
6102,380,709,1264,14,5844,87,2711,60,1198
10669,6638,2020,5648,16823,14981,7860,11417,1107,4875
1198,7519,139,75,10494,380,3458,2102,151,2711
6249,606,739,2776,3166,3223,748,3165,11028,601
5239,140,2711,219,8533,539,5648,1513,1198,372
380,1198,219,772,3458,5844,139,709,12220,1325
601,349,7278,739,1519,1513,13693,772,7848,1487
2711,709,1198,380,140,3458,1325,7519,3951,3124
380,1198,219,8565,304,606,4657,3940,105,2611
2711,2058,709,772,15166,9788,2756,3145,3918,45
7519,12624,189,4706,1513,219,8773,2776,2007,2969
3458,380,3124,1513,5239,3940,3951,42,2079,304
4390,9507,40,380,1325,1198,2969,42,14,75
105,380,3458,5844,4657,3166,3918,2776,2102,219
1139,1198,6745,4948,139,4610,380,189,3458,2102
2711,11319,4963,772,5844,14,1829,3478,140,3458
588,7758,606,304,3197,219,4102,380,105,1096
5992,1198,9507,4645,3952,416,1070,1096,6249,6187
140,2428,3057,3478,139,9449,1516,854,14,772
8533,1829,1325,2711,1063,3951,3124,1513,4867,2776
380,140,3918,1096,1198,219,2776,5844,42,7519
380,1096,3458,2711,219,2776,606,21,3124,60
775,3478,219,42,535,380,1264,1096,2079,2969
380,139,772,1096,2711,748,3918,2758,1325,14
380,2711,1198,3458,6249,1096,946,772,8173,6745
13888,6879,2942,686,2237,3478,1245,7726,2923,11621
3291,5225,7011,3606,540,40,2079,709,3938,1345
606,1198,380,349,4610,6102,1325,304,2711,2079
21,5084,606,140,380,3378,709,772,3782,5992
380,3124,42,1096,1198,606,709,1325,3197,2758
772,8173,4948,3291,690,3686,588,139,3743,6102
772,1325,588,1829,3166,139,380,140,1096,854
3454,105,3952,2578,1096,1519,3166,272,2711,380
3458,2711,380,2776,539,1675,4916,1513,1940,3124
1198,1675,380,2711,186,3458,3124,1096,3951,60
1384,3478,372,380,1487,2969,388,2079,630,4670
2711,686,1829,3458,5992,772,3057,2149,4591,3165
